"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/10/2021","AQS","450190049","1","6.6","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/11/2021","AQS","450190049","1","4.4","ug/m3 LC","18","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/12/2021","AQS","450190049","1","5.3","ug/m3 LC","22","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/13/2021","AQS","450190049","1","7.8","ug/m3 LC","33","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/14/2021","AQS","450190049","1","8.3","ug/m3 LC","35","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/15/2021","AQS","450190049","1","6.9","ug/m3 LC","29","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/16/2021","AQS","450190049","1","12.1","ug/m3 LC","51","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/17/2021","AQS","450190049","1","10.5","ug/m3 LC","44","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/18/2021","AQS","450190049","1","7.1","ug/m3 LC","30","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/19/2021","AQS","450190049","1","3.1","ug/m3 LC","13","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/20/2021","AQS","450190049","1","6.2","ug/m3 LC","26","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/21/2021","AQS","450190049","1","5.9","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/22/2021","AQS","450190049","1","6.2","ug/m3 LC","26","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/23/2021","AQS","450190049","1","9.5","ug/m3 LC","40","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/24/2021","AQS","450190049","1","6.3","ug/m3 LC","26","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/25/2021","AQS","450190049","1","6.5","ug/m3 LC","27","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/26/2021","AQS","450190049","1","7.8","ug/m3 LC","33","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/27/2021","AQS","450190049","1","7.4","ug/m3 LC","31","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/28/2021","AQS","450190049","1","5.7","ug/m3 LC","24","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/29/2021","AQS","450190049","1","4","ug/m3 LC","17","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/30/2021","AQS","450190049","1","5.6","ug/m3 LC","23","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"03/31/2021","AQS","450190049","1","5.8","ug/m3 LC","24","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/01/2021","AQS","450190049","1","4","ug/m3 LC","17","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/02/2021","AQS","450190049","1","3.8","ug/m3 LC","16","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/03/2021","AQS","450190049","1","4.4","ug/m3 LC","18","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/04/2021","AQS","450190049","1","7.8","ug/m3 LC","33","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/05/2021","AQS","450190049","1","10.6","ug/m3 LC","44","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/06/2021","AQS","450190049","1","14.5","ug/m3 LC","56","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/07/2021","AQS","450190049","1","17.8","ug/m3 LC","63","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/08/2021","AQS","450190049","1","11.8","ug/m3 LC","49","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/09/2021","AQS","450190049","1","9.7","ug/m3 LC","40","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/10/2021","AQS","450190049","1","6.6","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/11/2021","AQS","450190049","1","5","ug/m3 LC","21","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/12/2021","AQS","450190049","1","7.5","ug/m3 LC","31","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/13/2021","AQS","450190049","1","6.5","ug/m3 LC","27","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/14/2021","AQS","450190049","1","4.9","ug/m3 LC","20","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/15/2021","AQS","450190049","1","7.1","ug/m3 LC","30","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/16/2021","AQS","450190049","1","6","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/17/2021","AQS","450190049","1","7.3","ug/m3 LC","30","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/18/2021","AQS","450190049","1","9","ug/m3 LC","38","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/19/2021","AQS","450190049","1","7.8","ug/m3 LC","33","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/20/2021","AQS","450190049","1","5.9","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/21/2021","AQS","450190049","1","8.5","ug/m3 LC","35","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/22/2021","AQS","450190049","1","4.6","ug/m3 LC","19","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/23/2021","AQS","450190049","1","6.3","ug/m3 LC","26","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/24/2021","AQS","450190049","1","5.2","ug/m3 LC","22","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/25/2021","AQS","450190049","1","5.6","ug/m3 LC","23","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/26/2021","AQS","450190049","1","7.6","ug/m3 LC","32","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/27/2021","AQS","450190049","1","6.8","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/28/2021","AQS","450190049","1","5.4","ug/m3 LC","23","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/29/2021","AQS","450190049","1","6.5","ug/m3 LC","27","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"04/30/2021","AQS","450190049","1","6.7","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/01/2021","AQS","450190049","1","6.2","ug/m3 LC","26","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/02/2021","AQS","450190049","1","6.2","ug/m3 LC","26","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/05/2021","AQS","450190049","1","7.2","ug/m3 LC","30","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/06/2021","AQS","450190049","1","6.8","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/07/2021","AQS","450190049","1","5.2","ug/m3 LC","22","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/08/2021","AQS","450190049","1","6.6","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/09/2021","AQS","450190049","1","6.7","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/10/2021","AQS","450190049","1","10.6","ug/m3 LC","44","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/11/2021","AQS","450190049","1","9","ug/m3 LC","38","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/12/2021","AQS","450190049","1","6","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/13/2021","AQS","450190049","1","4.7","ug/m3 LC","20","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/14/2021","AQS","450190049","1","5.6","ug/m3 LC","23","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/15/2021","AQS","450190049","1","8","ug/m3 LC","33","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/16/2021","AQS","450190049","1","8.5","ug/m3 LC","35","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/17/2021","AQS","450190049","1","7.3","ug/m3 LC","30","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/18/2021","AQS","450190049","1","6.8","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/19/2021","AQS","450190049","1","4.8","ug/m3 LC","20","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/23/2021","AQS","450190049","1","6.7","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/24/2021","AQS","450190049","1","9.8","ug/m3 LC","41","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/25/2021","AQS","450190049","1","8.5","ug/m3 LC","35","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/26/2021","AQS","450190049","1","8.6","ug/m3 LC","36","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/27/2021","AQS","450190049","1","11.9","ug/m3 LC","50","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/28/2021","AQS","450190049","1","12.3","ug/m3 LC","51","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/29/2021","AQS","450190049","1","9","ug/m3 LC","38","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/30/2021","AQS","450190049","1","4.9","ug/m3 LC","20","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"05/31/2021","AQS","450190049","1","3.2","ug/m3 LC","13","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/01/2021","AQS","450190049","1","3.4","ug/m3 LC","14","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/02/2021","AQS","450190049","1","4.3","ug/m3 LC","18","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/03/2021","AQS","450190049","1","4.9","ug/m3 LC","20","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/04/2021","AQS","450190049","1","5.9","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/05/2021","AQS","450190049","1","5","ug/m3 LC","21","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/06/2021","AQS","450190049","1","4.7","ug/m3 LC","20","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/07/2021","AQS","450190049","1","5.9","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/08/2021","AQS","450190049","1","7.4","ug/m3 LC","31","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/09/2021","AQS","450190049","1","4.8","ug/m3 LC","20","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/10/2021","AQS","450190049","1","6.1","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/11/2021","AQS","450190049","1","11.8","ug/m3 LC","49","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/12/2021","AQS","450190049","1","6","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/13/2021","AQS","450190049","1","5","ug/m3 LC","21","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/14/2021","AQS","450190049","1","6.8","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/15/2021","AQS","450190049","1","7.8","ug/m3 LC","33","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/16/2021","AQS","450190049","1","9.3","ug/m3 LC","39","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/17/2021","AQS","450190049","1","12.4","ug/m3 LC","52","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/18/2021","AQS","450190049","1","10.8","ug/m3 LC","45","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/19/2021","AQS","450190049","1","9.3","ug/m3 LC","39","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/20/2021","AQS","450190049","1","13.7","ug/m3 LC","54","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/21/2021","AQS","450190049","1","7.9","ug/m3 LC","33","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/22/2021","AQS","450190049","1","3.4","ug/m3 LC","14","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/23/2021","AQS","450190049","1","6","ug/m3 LC","25","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/24/2021","AQS","450190049","1","5.1","ug/m3 LC","21","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/25/2021","AQS","450190049","1","4.6","ug/m3 LC","19","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/26/2021","AQS","450190049","1","5.2","ug/m3 LC","22","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/27/2021","AQS","450190049","1","7.5","ug/m3 LC","31","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/28/2021","AQS","450190049","1","5.2","ug/m3 LC","22","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/29/2021","AQS","450190049","1","3.8","ug/m3 LC","16","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"06/30/2021","AQS","450190049","1","3.9","ug/m3 LC","16","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"07/04/2021","AQS","450190049","1","12","ug/m3 LC","50","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"07/05/2021","AQS","450190049","1","12.2","ug/m3 LC","51","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"07/06/2021","AQS","450190049","1","5.6","ug/m3 LC","23","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"07/07/2021","AQS","450190049","1","6.8","ug/m3 LC","28","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
"07/08/2021","AQS","450190049","1","4.6","ug/m3 LC","19","CHARLESTON PUBLIC WORKS","1","100.0000","88101","PM2.5 - Local Conditions","16700","Charleston-North Charleston, SC","45","South Carolina","019","Charleston","32.7909840008595","-79.958694"
